NC_053452.1:65471474-65502287	locus1
NC_053450.1:40755814-40768783	locus164
NC_053455.1:40557785-40571631	locus165
NC_053450.1:112697986-112714829	locus166
NC_053461.1:15178127-15186861	locus167
NC_053456.1:9181187-9193898	locus168
NC_053450.1:123592923-123619167	locus169
NC_053450.1:91952718-91974064	locus170
NC_053462.1:11229813-11246435	locus171
NC_053465.1:7011433-7028524	locus172
NC_053470.1:2609962-2623755	locus173
NC_053450.1:109295105-109310218	locus174
NC_053470.1:5650643-5663192	locus175
NC_053455.1:26089160-26110249	locus176
NC_053460.1:8557129-8570521	locus177
NC_053450.1:62048259-62067256	locus178
NC_053453.1:45497387-45533528	locus179
NC_053451.1:37569866-37585953	locus180
NC_053459.1:3337055-3351455	locus181
NC_053456.1:27014290-27029309	locus182
NC_053458.1:16591549-16607189	locus183
NC_053459.1:20070347-20088407	locus184
NC_053474.1:4775242-4795154	locus185
NC_053451.1:27973633-27988505	locus186
NC_053468.1:3741294-3751191	locus187
NC_053452.1:52916801-52938376	locus188
NC_053451.1:27246678-27257483	locus189
NC_053451.1:10376332-10416751	locus190
NC_053454.1:21997737-22025641	locus191
NC_053450.1:23834440-23854657	locus192
NC_053450.1:103670110-103685957	locus193
NC_053453.1:63102254-63119847	locus194
NC_053460.1:21299975-21308888	locus195
NC_053452.1:70320567-70344326	locus196
NC_053450.1:142587368-142607137	locus197
NC_053454.1:28867447-28893203	locus198
NC_053450.1:66444689-66455735	locus199
NC_053468.1:3120593-3131381	locus200
NC_053454.1:25311781-25346514	locus201
NC_053452.1:83112833-83130102	locus202
NC_053456.1:16825585-16845498	locus203
NC_053455.1:37804009-37819987	locus204
NC_053451.1:24706185-24722741	locus205
NC_053451.1:73758953-73806046	locus206
NC_053459.1:4782461-4790756	locus207
NC_053460.1:3731443-3742111	locus208
NC_053450.1:40019-57566	locus209
NC_053472.1:5941966-5956403	locus210
NC_053465.1:6709685-6723310	locus211
NC_053451.1:13109764-13135726	locus212
NC_053451.1:25393928-25402423	locus213
NC_053470.1:7511283-7522081	locus214
NC_053455.1:54658802-54673691	locus215
NC_053466.1:10039387-10047413	locus216
NC_053451.1:105332349-105352504	locus217
NC_053452.1:115692018-115724225	locus218
NC_053465.1:9670097-9687713	locus219
NC_053451.1:4936959-4948492	locus220
NC_053452.1:107048810-107092291	locus221
NC_053452.1:50884753-50906706	locus222
NC_053469.1:3252815-3262538	locus223
NC_053451.1:78205267-78217263	locus224
NC_053452.1:54412804-54428507	locus225
NC_053467.1:10690830-10707005	locus226
NC_053453.1:5330388-5346338	locus227
NC_053455.1:50974226-51004847	locus228
NC_053452.1:30658606-30684938	locus229
NC_053453.1:47135069-47146714	locus230
NC_053459.1:16050140-16061421	locus231
NC_053452.1:52143321-52153023	locus232
NC_053456.1:4437378-4458240	locus233
NC_053454.1:8574532-8593508	locus234
NC_053450.1:10867580-10896287	locus235
NC_053452.1:73135869-73169712	locus236
NC_053454.1:34068923-34103745	locus237
NC_053452.1:46924685-46954874	locus238
NC_053456.1:10021908-10046131	locus239
NC_053453.1:50978794-50997243	locus240
NC_053465.1:12298998-12312940	locus241
NC_053452.1:109965067-109999384	locus242
NC_053460.1:7608365-7619731	locus243
NC_053466.1:10042631-10050817	locus244
NC_053468.1:10478725-10493200	locus245
NC_053454.1:41979280-41998487	locus246
NC_053450.1:84636733-84649174	locus247
NC_053452.1:87219663-87239670	locus248
NC_053456.1:36963200-36974343	locus249
NC_053450.1:42126122-42152128	locus250
NC_053450.1:137422753-137440790	locus251
NC_053453.1:66325613-66338678	locus252
NC_053475.1:4067833-4079375	locus253
NC_053450.1:31717980-31740094	locus254
NC_053456.1:19423703-19437129	locus255
NC_053465.1:6157298-6167035	locus256
NC_053464.1:8888555-8924667	locus257
NC_053455.1:5861398-5875044	locus258
NC_053462.1:5490757-5502388	locus259
NC_053451.1:20448689-20458420	locus260
NC_053454.1:43517253-43528091	locus261
NC_053451.1:30565157-30575576	locus262
NC_053471.1:7033793-7138154	locus263
NC_053456.1:32649948-32662018	locus264
NC_053488.1:82474622-82513834	locus265
NC_053466.1:6949449-6964011	locus266
NC_053453.1:64692187-64705887	locus267
NC_053464.1:5244571-5253436	locus268
NC_053488.1:87827750-87875154	locus269
NC_053466.1:9905378-9916905	locus270
NC_053454.1:7849356-7875308	locus271
NC_053458.1:3849725-3863344	locus272
NC_053452.1:87934120-87975266	locus273
NC_053461.1:6595173-6617044	locus274
NC_053450.1:88819732-88843843	locus275
NC_053452.1:91363162-91384716	locus276
NC_053462.1:12762547-12773312	locus277
NC_053450.1:81896296-81930203	locus278
NC_053465.1:11504751-11513495	locus279
NC_053469.1:5587450-5609959	locus280
NC_053453.1:73528026-73539864	locus281
NC_053488.1:8061894-8111440	locus282
NC_053459.1:14092629-14105429	locus283
NC_053451.1:21669512-21686736	locus284
NC_053452.1:85194974-85212323	locus285
NC_053470.1:359927-369358	locus286
NC_053451.1:92340162-92350481	locus287
NC_053451.1:79380809-79390686	locus288
NC_053460.1:5831817-5855960	locus289
NC_053455.1:57279004-57291373	locus290
NC_053459.1:3466846-3478835	locus291
NC_053462.1:2731725-2744806	locus292
NC_053454.1:9220993-9249277	locus293
NC_053450.1:24984891-25003929	locus294
NC_053463.1:10833300-10850911	locus295
NC_053454.1:12583497-12603014	locus296
NC_053452.1:35773618-35786355	locus297
NC_053452.1:17888722-17901256	locus298
NC_053470.1:4035346-4045237	locus299
NC_053471.1:5446766-5462525	locus300
NC_053459.1:18557583-18579215	locus301
NC_053453.1:74038494-74048974	locus302
NC_053454.1:65485353-65503523	locus303
NC_053452.1:58667669-58679483	locus304
NC_053456.1:26278065-26289461	locus305
NC_053450.1:106709793-106730427	locus306
NC_053488.1:39687330-39779638	locus307
NC_053450.1:64181465-64203064	locus308
NC_053454.1:65172172-65185218	locus309
NC_053451.1:48439326-48448437	locus310
NC_053451.1:28987839-29006568	locus311
NC_053464.1:2593102-2604787	locus312
NC_053475.1:4009774-4025993	locus313
NC_053450.1:49944886-49957813	locus314
NC_053451.1:108174246-108191671	locus315
NC_053454.1:4871553-4881623	locus316
NC_053450.1:149108423-149121882	locus317
NC_053450.1:91725652-91743794	locus318
NC_053455.1:41786093-41797537	locus319
NC_053466.1:4130915-4143304	locus320
NC_053459.1:25345470-25357607	locus321
NC_053451.1:77713660-77732407	locus322
NC_053454.1:36085389-36099552	locus323
NC_053465.1:832879-848408	locus324
NC_053453.1:20934092-21011835	locus325
NC_053451.1:91881970-91898213	locus326
NC_053451.1:1220587-1235755	locus327
NC_053451.1:107562301-107604846	locus328
NC_053451.1:31643050-31652683	locus329
NC_053451.1:28400411-28416432	locus330
NC_053488.1:34628186-34733866	locus331
NC_053457.1:15094601-15112465	locus332
NC_053468.1:4577837-4593054	locus333
NC_053451.1:38288651-38296785	locus334
NC_053473.1:3970314-3985473	locus335
NC_053468.1:10394515-10413677	locus336
NC_053453.1:73360704-73370295	locus337
NC_053452.1:56678031-56697174	locus338
NC_053452.1:64513772-64528984	locus339
NC_053450.1:111575570-111591227	locus340
NC_053453.1:71426324-71437770	locus341
NC_053467.1:914934-931438	locus342
NC_053452.1:63203219-63217347	locus343
NC_053455.1:4517300-4529318	locus344
NC_053462.1:15085304-15110147	locus345
NC_053460.1:6827763-6838375	locus346
NC_053460.1:1963596-1975551	locus347
NC_053457.1:10640956-10663748	locus348
NC_053452.1:55335721-55356647	locus349
NC_053453.1:46275653-46294779	locus350
NC_053450.1:51119391-51136912	locus351
NC_053452.1:81562524-81576494	locus352
NC_053450.1:155318281-155329601	locus353
NC_053456.1:34891329-34900548	locus354
NC_053454.1:20279939-20385054	locus355
NC_053456.1:34024007-34036601	locus356
NC_053457.1:35168017-35180180	locus357
NC_053450.1:145938918-145954330	locus358
NC_053456.1:22833789-22881540	locus359
NC_053455.1:8808489-8819247	locus360
NC_053458.1:18194308-18221489	locus361
NC_053450.1:149580496-149589297	locus362
NC_053450.1:72774950-72799041	locus363
NC_053452.1:6132979-6140801	locus364
NC_053459.1:4064637-4080140	locus365
NC_053488.1:6463384-6518537	locus366
NC_053471.1:2559948-2569781	locus367
NC_053470.1:8243062-8254325	locus368
NC_053458.1:19417718-19440144	locus369
NC_053458.1:16329870-16341387	locus370
NC_053452.1:107149868-107185890	locus371
NC_053466.1:2586879-2603521	locus372
NC_053450.1:141740544-141749550	locus373
NC_053450.1:136394568-136412860	locus374
NC_053456.1:1856582-1883443	locus375
NC_053458.1:14243269-14254843	locus376
NC_053457.1:20662215-20676253	locus377
NC_053454.1:55268502-55282289	locus378
NC_053450.1:53615297-53629174	locus379
NC_053488.1:21272950-21320426	locus380
NC_053453.1:73922755-73935908	locus381
NC_053457.1:3726187-3740733	locus382
NC_053479.1:375972-391970	locus383
NC_053458.1:265123-278041	locus384
NC_053453.1:65304548-65317799	locus385
NC_053470.1:3472693-3488314	locus386
NC_053450.1:122858522-122888356	locus387
NC_053451.1:111246646-111259807	locus388
NC_053454.1:47591609-47610013	locus389
NC_053452.1:49574655-49591159	locus390
NC_053451.1:24502688-24514248	locus391
NC_053451.1:71514390-71567587	locus392
NC_053464.1:12696954-12710533	locus393
NC_053465.1:3854287-3863501	locus394
NC_053450.1:57938329-57977251	locus395
NC_053459.1:8912689-8924857	locus396
NC_053455.1:38314385-38329655	locus397
NC_053454.1:37337658-37356392	locus398
NC_053477.1:2735952-2746492	locus399
NC_053450.1:108223958-108247912	locus400
NC_053452.1:85600070-85616531	locus401
NC_053457.1:29230746-29243051	locus402
NC_053456.1:36271419-36284441	locus403
NC_053465.1:3930156-3944330	locus404
NC_053477.1:2010717-2022514	locus405
NC_053460.1:7598949-7606095	locus406
NC_053454.1:27476306-27487317	locus407
NC_053452.1:12459854-12480527	locus408
NC_053466.1:1616392-1626603	locus409
NC_053455.1:62077256-62084746	locus410
NC_053451.1:118750495-118764825	locus411
NC_053457.1:5964063-5992047	locus412
NC_053451.1:20167601-20185672	locus413
NC_053451.1:79583486-79599406	locus414
NC_053466.1:12485256-12498208	locus415
NC_053453.1:69103045-69115399	locus416
NC_053450.1:26312645-26353479	locus417
NC_053450.1:151082162-151097953	locus418
NC_053452.1:17972349-17979815	locus419
NC_053455.1:57439805-57450245	locus420
NC_053453.1:59249308-59263046	locus421
NC_053455.1:56127053-56136265	locus422
NC_053456.1:28438426-28449936	locus423
NC_053458.1:24518333-24529363	locus424
NC_053461.1:10291036-10315922	locus425
NC_053456.1:16039784-16057009	locus426
NC_053454.1:54127873-54137717	locus427
NC_053450.1:60977749-60988893	locus428
NC_053454.1:8699527-8710170	locus429
NC_053488.1:63471692-63571174	locus430
NC_053456.1:5827449-5839830	locus431
NC_053468.1:549570-570035	locus432
NC_053460.1:2202969-2216549	locus433
NC_053452.1:55555189-55575360	locus434
NC_053454.1:50379243-50392042	locus435
NC_053488.1:85611660-85644273	locus436
NC_053471.1:1718219-1731888	locus437
NC_053451.1:77169573-77185204	locus438
NC_053452.1:12301964-12317662	locus439
NC_053455.1:62010775-62021981	locus440
NC_053458.1:22343506-22361855	locus441
NC_053455.1:3580098-3594591	locus442
NC_053450.1:146095795-146110375	locus443
NC_053455.1:42041055-42063454	locus444
NC_053452.1:94725476-94812407	locus445
NC_053469.1:10026838-10037182	locus446
NC_053450.1:122564726-122609544	locus447
NC_053453.1:48681959-48733280	locus448
NC_053454.1:70740645-70758353	locus449
NC_053454.1:56693844-56705298	locus450
NC_053455.1:18122857-18145966	locus451
NC_053466.1:7217908-7229005	locus452
NC_053452.1:19623801-19635948	locus453
NC_053472.1:1810341-1821493	locus454
NC_053453.1:53810636-53821993	locus455
NC_053464.1:7521285-7532534	locus456
NC_053451.1:99873133-99907977	locus457
NC_053454.1:36314904-36337303	locus458
NC_053450.1:40366555-40382610	locus459
NC_053452.1:21879135-21903753	locus460
NC_053454.1:39768597-39778228	locus461
NC_053459.1:8324797-8340938	locus462
NC_053464.1:15015987-15028326	locus463
NC_053450.1:85880526-85890288	locus464
NC_053451.1:92965786-92986691	locus465
NC_053452.1:71282119-71295766	locus466
NC_053450.1:96184316-96218547	locus467
NC_053453.1:56709004-56722972	locus468
NC_053451.1:111779182-111798542	locus469
NC_053450.1:103915614-103931649	locus470
NC_053452.1:36403734-36420611	locus471
NC_053456.1:37484422-37506605	locus472
NC_053452.1:51282305-51294855	locus473
NC_053455.1:51548829-51574734	locus474
NC_053452.1:107391927-107412629	locus475
NC_053452.1:99511308-99537105	locus476
NC_053453.1:75255576-75272074	locus477
NC_053457.1:19788156-19798848	locus478
NC_053474.1:998434-1011811	locus479
NC_053452.1:25126142-25136237	locus480
NC_053450.1:108972903-108987607	locus481
NC_053454.1:65483083-65500058	locus482
NC_053452.1:106962537-107025505	locus483
NC_053454.1:27000798-27019204	locus484
NC_053470.1:740932-751934	locus485
NC_053455.1:31726625-31745045	locus486
NC_053453.1:72877336-72889129	locus487
NC_053452.1:12110533-12125836	locus488
NC_053465.1:8167418-8178042	locus489
NC_053451.1:46774344-46787981	locus490
NC_053467.1:9408156-9421913	locus491
NC_053452.1:43856451-43865034	locus492
NC_053459.1:9646604-9665416	locus493
NC_053450.1:145045190-145076089	locus494
NC_053464.1:2712215-2724040	locus495
NC_053465.1:925362-934907	locus496
NC_053453.1:15723484-15777972	locus497
NC_053459.1:2921605-2933560	locus498
NC_053461.1:7045712-7055355	locus499
NC_053453.1:64652810-64667479	locus500
NC_053488.1:66562260-66718850	locus501
NC_053460.1:20905227-20923169	locus502
NC_053458.1:26653989-26675224	locus503
NC_053453.1:17199081-17323069	locus504
NC_053470.1:147118-161249	locus505
NC_053450.1:103803584-103814471	locus506
NC_053453.1:4644001-4675736	locus507
NC_053451.1:41506308-41519349	locus508
NC_053470.1:7709466-7725166	locus509
NC_053472.1:3537228-3547285	locus510
NC_053454.1:61819203-61829158	locus511
NC_053458.1:3298226-3311303	locus512
NC_053451.1:85900536-85935913	locus513
NC_053488.1:83176607-83217897	locus514
NC_053450.1:66858360-66872752	locus515
NC_053467.1:9924063-9962939	locus516
NC_053467.1:9009787-9022159	locus517
NC_053473.1:5830634-5844691	locus518
NC_053453.1:68403354-68419751	locus519
NC_053452.1:79562686-79584647	locus520
NC_053458.1:19323827-19337198	locus521
NC_053458.1:7686611-7724489	locus522
NC_053450.1:54782382-54812037	locus523
NC_053465.1:7742206-7751340	locus524
NC_053451.1:115773363-115787297	locus525
NC_053469.1:2633011-2645494	locus526
NC_053453.1:69744730-69754287	locus527
NC_053452.1:41790550-41805153	locus528
NC_053458.1:7970841-7986452	locus529
NC_053450.1:104267364-104287386	locus530
NC_053460.1:9353610-9365007	locus531
NC_053450.1:111804511-111819823	locus532
NC_053452.1:53395649-53410663	locus533
NC_053451.1:52273541-52280400	locus534
NC_053452.1:115460151-115470504	locus535
NC_053476.1:2947511-2957407	locus536
NC_053464.1:9282891-9300693	locus537
NC_053454.1:11699082-11715414	locus538
NC_053456.1:7397761-7416227	locus539
NC_053459.1:7245485-7264532	locus540
NC_053456.1:35665546-35674551	locus541
NC_053457.1:5102585-5117453	locus542
NC_053450.1:112758938-112776069	locus543
NC_053475.1:5207941-5249208	locus544
NC_053464.1:6283504-6298808	locus545
NC_053454.1:11536426-11552296	locus546
NC_053450.1:24211840-24237820	locus547
NC_053462.1:12258796-12271732	locus548
NC_053460.1:17734603-17760847	locus549
NC_053463.1:7844783-7855698	locus550
NC_053455.1:5709865-5724660	locus551
NC_053470.1:4517151-4528322	locus552
NC_053466.1:8615283-8628163	locus553
NC_053488.1:65842745-65943047	locus554
NC_053467.1:4887219-4901541	locus555
NC_053474.1:5672267-5689534	locus556
NC_053458.1:22969215-22988592	locus557
NC_053466.1:5463810-5480965	locus558
NC_053459.1:6026550-6035444	locus559
NC_053451.1:93796821-93810130	locus560
NC_053450.1:88784181-88796986	locus561
NC_053462.1:15947749-15971781	locus562
NC_053477.1:4473308-4485905	locus563
NC_053455.1:42606214-42625519	locus564
NC_053458.1:7542952-7558541	locus565
NC_053457.1:32557424-32565690	locus566
NC_053451.1:108329327-108342826	locus567
NC_053450.1:46000877-46019691	locus568
NC_053456.1:791933-800288	locus569
NC_053452.1:27277628-27302838	locus570
NC_053452.1:70383926-70396277	locus571
NC_053451.1:103703040-103718265	locus572
NC_053451.1:44856358-44867592	locus573
NC_053450.1:124935032-124952106	locus574
NC_053488.1:82004404-82071224	locus575
NC_053458.1:13341011-13366349	locus576
NC_053480.1:279024-321366	locus577
NC_053455.1:31027851-31040753	locus578
NC_053451.1:5591812-5604371	locus579
NC_053469.1:1037274-1053706	locus580
NC_053454.1:5448787-5461375	locus581
NC_053451.1:16331633-16342592	locus582
NC_053470.1:548713-564468	locus583
NC_053455.1:61646218-61658711	locus584
NC_053456.1:14188452-14207466	locus585
NC_053467.1:4436104-4448338	locus586
NC_053465.1:2348340-2361477	locus587
NC_053460.1:20990634-21006474	locus588
NC_053456.1:33440262-33453625	locus589
NC_053457.1:30160009-30167826	locus590
NC_053474.1:3335848-3356717	locus591
NC_053450.1:92740191-92770040	locus592
NC_053452.1:101439083-101464240	locus593
NC_053452.1:64874833-64888992	locus594
NC_053458.1:619397-629312	locus595
NC_053452.1:31321937-31332941	locus596
NC_053452.1:103767195-103828809	locus597
NC_053473.1:503119-522924	locus598
NC_053455.1:13167887-13207203	locus599
NC_053465.1:9791317-9806060	locus600
NC_053454.1:14258194-14281110	locus601
NC_053475.1:2563975-2572141	locus602
NC_053457.1:18937578-18947764	locus603
NC_053451.1:76121558-76152445	locus604
NC_053450.1:22226190-22244844	locus605
NC_053458.1:530832-542349	locus606
NC_053455.1:1554651-1563048	locus607
NC_053465.1:1460525-1470298	locus608
NC_053458.1:5527942-5542265	locus609
NC_053450.1:33456359-33471265	locus610
NC_053452.1:68920404-68942510	locus611
NC_053471.1:2251165-2262973	locus612
NC_053453.1:59101693-59112911	locus613
NC_053459.1:9272375-9287127	locus614
NC_053452.1:35388334-35406114	locus615
NC_053471.1:1002845-1023709	locus616
NC_053454.1:41133371-41154752	locus617
NC_053472.1:4958159-4977570	locus618
NC_053452.1:6767134-6802512	locus619
NC_053488.1:61098006-61268687	locus620
NC_053453.1:765746-781967	locus621
NC_053452.1:18037257-18049740	locus622
NC_053450.1:152164393-152174185	locus623
NC_053472.1:4241658-4252117	locus624
NC_053452.1:32894503-32920699	locus625
NC_053453.1:67326608-67335874	locus626
NC_053468.1:8099368-8108731	locus627
NC_053455.1:5756682-5775670	locus628
NC_053455.1:29528326-29549303	locus629
NC_053450.1:113525658-113537264	locus630
NC_053451.1:71732143-71783741	locus631
NC_053464.1:8968534-8981839	locus632
NC_053460.1:4109397-4119968	locus633
NC_053457.1:24053506-24067904	locus634
NC_053450.1:65765828-65781773	locus635
NC_053453.1:31278573-31288792	locus636
NC_053462.1:17496035-17509019	locus637
NC_053454.1:43204591-43220087	locus638
NC_053466.1:526302-538209	locus639
NC_053458.1:11628622-11643263	locus640
NC_053469.1:1191219-1210929	locus641
NC_053452.1:107215075-107239614	locus642
NC_053451.1:1445938-1457762	locus643
NC_053453.1:65832325-65850113	locus644
NC_053461.1:1943670-1960740	locus645
NC_053451.1:94357553-94372864	locus646
NC_053456.1:12808515-12828943	locus647
NC_053455.1:23414659-23430769	locus648
NC_053465.1:3445501-3472112	locus649
NC_053463.1:7368734-7377567	locus650
NC_053453.1:25474599-25513394	locus651
NC_053452.1:115280567-115301768	locus652
NC_053459.1:20442731-20456810	locus653
NC_053467.1:10144197-10157198	locus654
NC_053452.1:31765453-31799191	locus655
NC_053456.1:18499476-18543020	locus656
NC_053473.1:5258686-5268479	locus657
NC_053452.1:114789531-114799903	locus658
NC_053451.1:27873205-27886119	locus659
NC_053450.1:109661418-109687980	locus660
NC_053488.1:12098536-12128902	locus661
NC_053452.1:58396200-58405353	locus662
NC_053462.1:5475808-5490757	locus663
NC_053455.1:1073392-1085564	locus664
NC_053472.1:6692388-6709814	locus665
NC_053452.1:41105164-41117830	locus666
NC_053452.1:90732638-90773497	locus667
NC_053466.1:1504876-1518399	locus668
NC_053451.1:1597152-1606064	locus669
NC_053474.1:6045694-6058509	locus670
NC_053452.1:92457167-92474067	locus671
NC_053450.1:131996713-132010903	locus672
NC_053453.1:60577780-60589269	locus673
NC_053454.1:23338201-23352688	locus674
NC_053453.1:57152194-57176224	locus675
NC_053451.1:53329735-53340546	locus676
NC_053457.1:22228281-22243338	locus677
NC_053459.1:5441544-5453716	locus678
NC_053465.1:12400951-12410084	locus679
NC_053450.1:127097359-127152739	locus680
NC_053463.1:4455652-4469416	locus681
NC_053450.1:50514361-50532122	locus682
NC_053452.1:71905783-71922975	locus683
NC_053451.1:25250885-25263962	locus684
NC_053452.1:76316987-76333481	locus685
NC_053457.1:8567836-8585557	locus686
NC_053452.1:76900369-76944786	locus687
NC_053470.1:7554369-7571008	locus688
NC_053450.1:32781041-32811637	locus689
NC_053454.1:61720055-61731182	locus690
NC_053453.1:9706944-9750922	locus691
NC_053475.1:3643571-3661661	locus692
NC_053463.1:6141758-6153650	locus693
NC_053454.1:72911629-72924563	locus694
NC_053450.1:153351334-153361498	locus695
NC_053459.1:23918786-23932009	locus696
NC_053451.1:34550426-34578425	locus697
NC_053451.1:76988945-77005057	locus698
NC_053450.1:40729476-40745300	locus699
NC_053458.1:5973456-5985294	locus700
NC_053452.1:6217471-6229632	locus701
